MNT001,EQ001,2024-01-10,CNC,2024-07-10,1200,Grade_A,Scheduled,15000.0,5000.0,8000.0,0.0,28000.0
MNT002,EQ002,2024-02-01,Hydraulic,2024-08-01,2800,Grade_B,Scheduled,12000.0,18000.0,5000.0,6000.0,41000.0
MNT003,EQ003,2024-03-15,Conveyor,2024-09-15,450,Grade_C,Scheduled,8000.0,2000.0,2500.0,0.0,12500.0
MNT004,EQ004,2024-04-01,Electrical,2024-10-01,1800,Grade_A,Scheduled,6000.0,10000.0,8000.0,3200.0,27200.0
MNT005,EQ005,2024-05-01,CNC,2024-05-15,3200,Grade_B,Scheduled,15000.0,18000.0,5000.0,6600.0,44600.0
MNT006,EQ006,2022-01-01,Hydraulic,2024-01-10,900,Grade_A,Scheduled,12000.0,5000.0,8000.0,0.0,25000.0
MNT007,EQ007,2024-06-01,Conveyor,2024-12-01,600,Grade_B,Pending,8000.0,5000.0,5000.0,0.0,18000.0
MNT008,EQ008,2024-07-01,Electrical,2025-01-01,50,Grade_C,Scheduled,6000.0,2000.0,2500.0,0.0,10500.0
MNT009,EQ009,2024-08-01,CNC,2025-02-01,2100,Grade_A,Scheduled,15000.0,10000.0,8000.0,5000.0,38000.0
MNT00X,EQ010,2024-09-01,CNC,2025-03-01,700,Grade_C,Scheduled,15000.0,5000.0,2500.0,0.0,22500.0
MNT010,EQ011,2024-10-01,Plasma,2025-04-01,1100,Grade_B,Scheduled,0.0,0.0,0.0,0.0,0.0
